"cluster_id","slot_signature_hash","slot_signature_token","slot_signature_n_objects","created_at"
23,f6fd5badf6d8344a154e1fdfd761303eb64be4c7,LH:29|RH:29|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
24,be70e50aa116e3c868dc7e09c6f0a708d0a8f946,LH:58|RH:58|TF:0|LE:0|RE:0|MO:41|SH:0|WA:0|FT:0,3,"2026-04-27 10:49:22"
25,ce54a394539687aff519981bfef8145b6944a6d1,LH:67|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
26,"27db8a79ed1b00b4aab14ce218b864b290cbadaa",LH:0|RH:0|TF:0|LE:0|RE:0|MO:40|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
27,"20030193d2a0c8647f4ccb281a7efaf906e1e3bd",LH:0|RH:0|TF:0|LE:0|RE:0|MO:73|SH:0|WA:63|FT:0,2,"2026-04-27 10:49:22"
28,"08eda1f3191b125c15bb18fad46b570d72a01352",LH:73|RH:73|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
29,abeba69225c8122760c96cb97fc4dcd1255df376,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:67|FT:0,1,"2026-04-27 10:49:22"
30,"0a08092f730ee40f863d17e475d55eda3ad4e284",LH:26|RH:73|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
31,"8bbc56a4e20d71a31ecd5df022222e2ce88e8e5b",LH:19|RH:19|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
32,"0a5546ef7323bb633b22e008bc42d2b10588673f",LH:26|RH:26|TF:0|LE:0|RE:0|MO:0|SH:67|WA:0|FT:0,3,"2026-04-27 10:49:22"
33,"116ab7a8a66b5aa4180479f1c0f6b83596afe892",LH:59|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
34,"001de6675b50cddef61bdaac1185f8d5017dd367",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:63,2,"2026-04-27 10:49:22"
35,e534076894e21267f6071768317371d4441c84a9,LH:0|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:67|FT:67,3,"2026-04-27 10:49:22"
36,c1531eb5b9235dd099e463b1ce986cfd2d4a0e50,LH:0|RH:0|TF:0|LE:0|RE:0|MO:92|SH:92|WA:92|FT:0,3,"2026-04-27 10:49:22"
37,f91055b3918613a5c27f4ad10719a62ef9779aeb,LH:92|RH:92|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
38,c3af1f5c9794b95a8500df437f97be7a3a632fc9,LH:0|RH:0|TF:0|LE:0|RE:0|MO:90|SH:0|WA:90|FT:0,2,"2026-04-27 10:49:22"
39,dd8bcca82c37363911c699001c72e0f1f734777d,LH:60|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
40,"532e133ac5da8bef11d4979f324703aaae2cba09",LH:20|RH:20|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
41,"847c1322a1bc41fe204e197906dba211a7fbb168",LH:108|RH:108|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0,3,"2026-04-27 10:49:22"
42,"51833d195594ca354744c9a9e8a7e2d4e4beef98",LH:108|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
43,"91096b127bf4ba8f8c67bea928a96aaea220978a",LH:8|RH:8|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
44,a4737cf2737c9e11a9ede6b0cc57eda3f2bee25d,LH:0|RH:2|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
45,"17a523695f38f87cdee51876e9181d10c95a51d2",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:26|FT:26,2,"2026-04-27 10:49:22"
46,b7e8417c991996a03b48b7286b674604c3fd3eb7,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:67|FT:56,2,"2026-04-27 10:49:22"
47,"1d83e5ee86d1dd9d36b94be4c635341ca4beb996",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:32,1,"2026-04-27 10:49:22"
48,"6584987a239d02f64dbfe07b4523de48dc8191cb",LH:0|RH:0|TF:0|LE:0|RE:0|MO:27|SH:0|WA:56|FT:0,2,"2026-04-27 10:49:22"
49,"68e423110e6d4a0bc40d19d107c60da7c65795f4",LH:0|RH:0|TF:0|LE:67|RE:0|MO:0|SH:67|WA:0|FT:0,2,"2026-04-27 10:49:22"
50,bb30512c13274f47d38c625f9cab06c5956033bc,LH:0|RH:0|TF:0|LE:0|RE:0|MO:27|SH:0|WA:56|FT:56,3,"2026-04-27 10:49:22"
51,d6e5624ac57c15cf73098c06a54f9931d48a7efd,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:67|FT:26,2,"2026-04-27 10:49:22"
52,c3461aaecedfd683618efb9d00e297872bb81cee,LH:41|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:39,3,"2026-04-27 10:49:22"
53,"017b8816e244342327d275a3a9c6aa6cda5a37e1",LH:67|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:39,3,"2026-04-27 10:49:22"
54,"9d212790446181d8a878c953c9996c51c581efd8",LH:43|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
55,f5548d6f468f73f8ce48dfd59d6afb5428037103,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:56,2,"2026-04-27 10:49:22"
56,efc79e5d64afc7ca0dc76a5d13d86f813eeafb9b,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:56,1,"2026-04-27 10:49:22"
57,"19d49257ac472cb860e9bc69afb7d319b9a25705",LH:0|RH:17|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
58,d9b2d5fe9fe13e3f79333482a56d30afb807e41d,LH:67|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
59,"045f6cea30537a5490ac03691bd169f958f91e32",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:0,1,"2026-04-27 10:49:22"
60,beeecbcbf0d2ea9bf3bb8b54f512f3e2a1300b6b,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:24|FT:24,2,"2026-04-27 10:49:22"
61,"8e7836789ab6febe1fd1a528d0248d0393be5452",LH:41|RH:40|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
62,"3f5e668ab63b6a3943862d6d8cd9ab4d297aabf3",LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
63,"80a38831e1a2e0683b4e2f55a29062271957052f",LH:0|RH:0|TF:0|LE:0|RE:0|MO:90|SH:90|WA:0|FT:0,2,"2026-04-27 10:49:22"
64,"4bef25f78d9e27f56eb197c8a1939721dcae460d",LH:0|RH:0|TF:0|LE:0|RE:0|MO:90|SH:0|WA:90|FT:90,3,"2026-04-27 10:49:22"
65,c7c477b21279b442e2d4e40ad65cdede3cd25f8a,LH:0|RH:0|TF:0|LE:65|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
66,"4a37cfaeae4e6c79b19c442d9428dfee6b6490e2",LH:0|RH:90|TF:0|LE:0|RE:0|MO:89|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
67,"9037ce356af910bcac3463cda46b7270d80f95ce",LH:90|RH:90|TF:0|LE:0|RE:0|MO:0|SH:89|WA:0|FT:0,3,"2026-04-27 10:49:22"
68,"42f1872e1c9c2510f4dd3f030de17e27fc90ec04",LH:57|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:63|FT:0,2,"2026-04-27 10:49:22"
69,"751075a2c86ab5a13c97e2412b32f122fc243fb7",LH:57|RH:57|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
70,c37d2c95de60d81a15d9a265734e547f9c1784c0,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:67,1,"2026-04-27 10:49:22"
71,b711935aef76e5069b1e1b5adda768dfe18d34a2,LH:24|RH:67|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
72,"0a83ac04871e1271276b19013223915b3124b1f1",LH:76|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
73,de39e87bd4cc9ae580341a2211352644467fece7,LH:0|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:0|FT:67,2,"2026-04-27 10:49:22"
74,"22db76618e908c1b42ae0910e0cbda6e94418080",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:39,1,"2026-04-27 10:49:22"
75,d7cef0c7ee5575894b5dde26556b13f827746b7d,LH:56|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
76,ee7021c583d4461ffbf7911ee0262b90f9c80a8f,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:56,2,"2026-04-27 10:49:22"
77,"5c4b33800097a6c6d6280f88c825303fced1e297",LH:0|RH:52|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
78,ee43e8adb26c07a2b3de296f19f7fd05a86a9788,LH:0|RH:0|TF:0|LE:0|RE:0|MO:26|SH:0|WA:26|FT:26,3,"2026-04-27 10:49:22"
79,"8b2fa0628b4b12c799e2423eec31a7b32a39c8cd",LH:0|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:67|FT:0,2,"2026-04-27 10:49:22"
80,"44ad3607681462df0492908fa2b387ebdb840f2d",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0,1,"2026-04-27 10:49:22"
81,bb15bb65d9290001064600230e2cfd3e54965faf,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:41,1,"2026-04-27 10:49:22"
82,"9c1131bbe12de0f0d5dd11515bba7e5761ff118f",LH:0|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
83,"99326166012ad1b6931ab8226950447743cea920",LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:41|WA:0|FT:0,2,"2026-04-27 10:49:22"
84,"1369474049538433f08ebb477b742bfaa13fdb19",LH:67|RH:0|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0,2,"2026-04-27 10:49:22"
85,bbdd2cd8947598fab0daff2ec4c999996302886a,LH:59|RH:59|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
86,"90fb3bcaefa5076a0c345549bd5d2db6d0bda22a",LH:0|RH:0|TF:0|LE:0|RE:0|MO:73|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
87,"40b2d94c1bd2e6b2938e402134312bbd34849781",LH:0|RH:79|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
88,f2bff7e7305d6d4e4c7fa050df9dce93c346ca4a,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:67|WA:0|FT:0,1,"2026-04-27 10:49:22"
89,d89cd90f614ebee21cbbde67d7c2922e51d93761,LH:56|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
90,fd8f690c42211503318b9f0f967f124dadd937aa,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0,1,"2026-04-27 10:49:22"
91,a2c3b1094b8443a4926a1e41fdb15239b0b5bcd0,LH:101|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
92,c41ad0ac46e18ad6b16f9d42cdc8f1d38feaa09c,LH:107|RH:107|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
93,dc2a1a54d02a146c43dbe34390467d5643f93f0d,LH:0|RH:0|TF:0|LE:0|RE:0|MO:104|SH:0|WA:104|FT:104,3,"2026-04-27 10:49:22"
94,"5d566a00bda8189845a9f3f31463b63db280dd25",LH:79|RH:79|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
95,"156d3ab2e2896fa7a14d8cedd110a3b113c5c684",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:0,1,"2026-04-27 10:49:22"
96,e2eb434ccadcf6f4da531fe83327ae5fa5cea0db,LH:0|RH:41|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:60,3,"2026-04-27 10:49:22"
97,"30329fc03719fd54ca1366c69e19ed73b4058f04",LH:0|RH:0|TF:101|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
98,"48f3c0fa179e6176eb71b7be0f3f5984402cb64b",LH:60|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:41,3,"2026-04-27 10:49:22"
99,f4936c58474c5d4d094fb77e3a74f359cb07332c,LH:60|RH:60|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
100,"5fd84cfc87a633605431dd69e34b88473dcc36e9",LH:0|RH:0|TF:111|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
101,bbd36675adb2967992530700c99fd25b31577ffe,LH:0|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
102,"697082d80b1cf0048e01c9de557b74eec38c6ba8",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:86|FT:86,2,"2026-04-27 10:49:22"
103,"7dc1e92570b8a91bd9a34521a4ad0c4edc845c1d",LH:1|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
104,dcf49c2b14c6022cf2b5de29dbb17625aa50b106,LH:16|RH:16|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
105,e85ec24739a87c313d57295df32dade8c20cdf43,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:105|FT:0,1,"2026-04-27 10:49:22"
106,d1a82f2bc488225d257775c2fa70e3db0df5cf4d,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:66,2,"2026-04-27 10:49:22"
107,bef3f44570bf14058c73e0e93717ae3f4cf39193,LH:67|RH:64|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
108,"1e037252d324194d07a356853cdcc4c044d4134a",LH:56|RH:56|TF:0|LE:0|RE:0|MO:0|SH:0|WA:56|FT:0,3,"2026-04-27 10:49:22"
109,"22ea2f50944bb9078286287ad37e4a5217f09b01",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:66,1,"2026-04-27 10:49:22"
110,"5e7f0ba2711b52b554f2a09f4147d8f20af675a6",LH:64|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
111,"5b766992773e3e01e86b83c810649e6db86c8182",LH:55|RH:55|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
112,"47ecd74c121aeabf50bb89f37da40be4632cbb7f",LH:25|RH:26|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
113,cf74b4dfbd93475b77c1965543cc48357c170f5e,LH:0|RH:0|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
114,"4436c4ed6f2ab45f20502b0225b440a7b364b0ca",LH:0|RH:73|TF:0|LE:0|RE:0|MO:27|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
115,"24c9021838da44b5753afd25500647344f8da625",LH:38|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
116,"2352e40fcb543a3abfb4b8ad5e155671a2f10f39",LH:0|RH:37|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
117,"9381ea74eab24b323c00e6676f9ea305b4fd57f2",LH:37|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
118,"974108ac10e67600d9b24d6a2eb5d20d2d3e7a27",LH:0|RH:39|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
119,de0e552bc70fba989a42d4685826552853d894b2,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:45,1,"2026-04-27 10:49:22"
120,d5b0666b60f14c8ece1153241e2fe52e5cedec3d,LH:57|RH:57|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:0,3,"2026-04-27 10:49:22"
121,ca51ca867d2e248b7180a6ed9db72178c70f6a7f,LH:0|RH:92|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
122,"820a4360bd26c00e73b07e5ed8f5f03f955f8e00",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:57,2,"2026-04-27 10:49:22"
123,effe9a794a944d46993064ace3b4f53fcd30c800,LH:57|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
124,"1d6014d851e45fafb2f75a00de73fd24e1f4f5a6",LH:41|RH:57|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
125,"1af08b7167e3d2abaf078b308493f13f2c9726bf",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:57|FT:41,2,"2026-04-27 10:49:22"
126,"62ae557969828e77106eb9d6e5a5a6e633f69cd0",LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:67|FT:57,2,"2026-04-27 10:49:22"
127,"271aa8c53c6130cec4af3c3edbaef3e102b86dfd",LH:58|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
128,"090b4a1b93443a69dbf394ac2eaddb79d37ba863",LH:67|RH:63|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,3,"2026-04-27 10:49:22"
129,"3ff97df9c11c91265d42d11592d0e33282d163e5",LH:63|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:67|FT:0,3,"2026-04-27 10:49:22"
130,a9e24d70156470ba68dc122a15dbe549d7c29f5d,LH:0|RH:53|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
131,a879b2d5c597f46cfd2a34b197f594b65411dc5e,LH:63|RH:63|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,3,"2026-04-27 10:49:22"
132,"75c2022aba2b085559cc7bb8101c2071d589e0a3",LH:0|RH:57|TF:92|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
133,"125e6b02e2c6f4a890bf5c1d80960434e031bcd3",LH:63|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
134,"1efb0e80fe8944d5f5104304426ddb4962e6d40e",LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:63|FT:0,2,"2026-04-27 10:49:22"
135,a5ed6178393b7d25400998eb524cb040ecee45cb,LH:0|RH:19|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
136,ecce1cb0aaf7436a6c64340fbea1062b9624203a,LH:19|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
137,"39441c7e3dc2a1e070e287b0a5db862fee248d90",LH:49|RH:49|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
138,d13f697d9669c1e1b3b736c83bfb0a5ac591b755,LH:49|RH:0|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0,2,"2026-04-27 10:49:22"
139,e29959e5f2436c223ba015d6ad4737586c1f65bd,LH:6|RH:6|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
140,"04c705df628630457f52167d1d66cdb6bc2c7149",LH:0|RH:34|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0,2,"2026-04-27 10:49:22"
141,"90807e6fd5be8273988ff566d33c0986163f2107",LH:1|RH:1|TF:0|LE:0|RE:0|MO:0|SH:27|WA:0|FT:0,3,"2026-04-27 10:49:22"
142,"1dd0fbbe3ff5c691634d3f6706712061e349741d",LH:63|RH:63|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:0,3,"2026-04-27 10:49:22"
143,"6dc062b6cb12b60d947bc5973fadc3956b80ba12",LH:0|RH:0|TF:0|LE:0|RE:0|MO:42|SH:0|WA:60|FT:0,2,"2026-04-27 10:49:22"
144,f2e4e8c51376dcbe3da29f9e39b97c6a8efdd8ce,LH:0|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:60|FT:60,2,"2026-04-27 10:49:22"
145,"31d3cf312926860eb6893c09300e0536e2c9a78a",LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:56|FT:0,2,"2026-04-27 10:49:22"
146,c583b8b7473cf5e73895827893dac820f5c78a58,LH:7|RH:7|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
147,"674be8f241c54a83e110a2bf55464e58b4b7da6e",LH:7|RH:0|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,1,"2026-04-27 10:49:22"
148,bfeae2e32001954092b84d8328a29ec2a5a95de7,LH:0|RH:0|TF:0|LE:0|RE:0|MO:67|SH:0|WA:56|FT:0,2,"2026-04-27 10:49:22"
149,"77d0deac18e0f46c381f2c4058a4d6debac1ce0f",LH:2|RH:2|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
150,"61f1e728bec1195121e48325037f363243452cd0",LH:45|RH:42|TF:0|LE:0|RE:0|MO:0|SH:0|WA:0|FT:0,2,"2026-04-27 10:49:22"
151,"86304d687d39232f9da03dfd73befbe15ceaf220",LH:0|RH:0|TF:0|LE:0|RE:0|MO:41|SH:0|WA:60|FT:41,3,"2026-04-27 10:49:22"
